name,season,player_points,player_field_goals_made,player_field_goals_missed,player_field_goals_att,player_free_throws_made,player_free_throws_missed,player_free_throws_att,player_three_points_made,player_three_points_missed,player_three_points_att,player_rebounds,player_assists,player_steals,player_blocks,player_turnovers,player_pls_min,mojo_value
Chris Paul,2014,1453,502,574,1076,338,62,400,111,175,286,327,810,194,4,187,609,18.405
Chris Paul,2015,1841,7,703,16,3,35,3,166,2,2,435,958,180,18,218,773,23.0775
Chris Paul,2016,1555,11,640,37,14,34,15,132,7,10,330,783,162,13,202,587,18.2925
Chris Paul,2017,1281,6,479,16,14,32,15,138,7,8,339,632,131,9,166,583,16.1175
Chris Paul,2018,1398,485,570,1055,247,27,274,181,297,478,402,544,126,18,156,561,16.392500000000002
Chris Paul,2019,1093,368,500,868,213,35,248,144,274,418,335,533,138,25,189,318,12.6175
Chris Paul,2020,1404,497,515,1012,276,29,305,134,224,358,403,515,122,14,186,307,15.435
Chris Paul,2021,1539,591,594,1185,226,20,246,131,195,326,390,809,125,22,202,398,20.599999999999998
Chris Paul,2022,1186,450,442,892,204,35,239,82,166,248,337,810,140,22,184,465,16.322499999999998
Chris Paul,2023,906,332,427,759,135,29,164,107,182,289,286,576,103,27,121,123,11.35
Christian Braun,2023,168,66,66,132,25,15,40,11,31,42,85,24,26,10,19,-37,2.5749999999999997
Christian Koloko,2023,24,11,13,24,2,4,6,0,3,3,24,9,8,9,2,29,0.5375
Christian Wood,2016,61,2,31,3,1,8,2,4,0,1,38,3,5,7,2,-50,0.49250000000000016
Christian Wood,2017,35,2,11,3,0,4,2,0,0,0,29,2,3,6,7,19,0.4525
Christian Wood,2019,172,61,56,117,41,15,56,9,17,26,83,8,7,10,17,-53,1.4725
Christian Wood,2020,810,288,220,508,180,62,242,54,86,140,390,60,34,54,84,68,8.479999999999999
Christian Wood,2021,860,329,311,640,125,73,198,77,129,206,395,71,34,48,80,-98,7.7975
Christian Wood,2022,1218,440,438,878,207,125,332,131,205,336,686,155,54,65,126,-406,11.320000000000004
Christian Wood,2023,1114,396,373,769,217,64,281,105,174,279,491,121,30,72,121,-43,10.632499999999999
Chuma Okeke,2021,349,135,189,324,30,10,40,49,92,141,181,101,48,22,38,-184,3.397500000000001
Chuma Okeke,2022,605,216,359,575,55,10,65,118,253,371,347,118,97,42,57,-315,5.857500000000001
Chuma Okeke,2023,128,43,79,122,16,5,21,26,60,86,96,37,19,11,17,-118,1.22
CJ McCollum,2014,205,75,114,189,25,11,36,30,55,85,49,27,14,2,36,-34,1.1175
CJ McCollum,2015,509,1,241,4,0,25,0,66,1,2,111,66,49,9,54,136,4.324999999999999
CJ McCollum,2016,1891,6,903,15,0,48,0,217,3,4,299,377,107,28,216,161,14.4375
CJ McCollum,2017,1927,58,797,120,24,27,27,196,20,31,313,289,76,45,187,3,15.059999999999999
CJ McCollum,2018,1833,707,875,1582,219,44,263,200,302,502,329,286,82,36,160,80,13.825000000000003
CJ McCollum,2019,1863,725,868,1593,200,48,248,213,349,562,362,266,68,38,136,334,15.040000000000003
CJ McCollum,2020,1672,655,800,1455,155,52,207,207,340,547,326,326,60,44,142,-44,12.985000000000003
CJ McCollum,2021,1211,455,543,998,118,28,146,183,279,462,221,249,46,25,77,200,10.852500000000001
CJ McCollum,2022,1503,585,704,1289,134,62,196,199,321,520,309,344,74,27,142,-79,12.09
CJ McCollum,2023,1568,587,757,1344,183,55,238,211,332,543,328,429,70,38,183,62,12.965000000000003
Clint Capela,2015,89,0,25,0,0,33,0,0,0,0,78,7,4,18,8,-25,1.03
Clint Capela,2016,550,21,172,34,10,134,23,0,0,0,514,49,62,94,63,79,7.407500000000001
Clint Capela,2017,934,12,237,19,4,98,6,0,0,0,622,75,42,107,95,202,11.332500000000001
Clint Capela,2018,1242,536,284,820,170,142,312,0,1,1,999,90,72,173,118,411,17.155
Clint Capela,2019,1221,520,294,814,181,115,296,0,0,0,961,112,47,114,111,226,15.529999999999998
Clint Capela,2020,543,244,144,388,55,49,104,0,0,0,537,48,33,72,63,59,7.4625
Clint Capela,2021,1137,495,336,831,147,119,266,0,0,0,1104,66,56,148,91,253,15.475000000000001
Clint Capela,2022,824,372,238,610,80,89,169,0,1,1,892,92,56,94,45,98,12.1225
Clint Capela,2023,829,373,201,574,83,54,137,0,1,1,767,61,51,82,58,-58,11.095
Coby White,2020,859,312,480,792,102,27,129,133,243,376,230,175,49,6,109,-163,5.7
Coby White,2021,1041,375,527,902,128,14,142,163,291,454,284,328,38,15,156,-107,8.21
Coby White,2022,814,294,395,689,82,14,96,144,238,382,199,185,30,11,76,-87,6.567500000000001
Coby White,2023,715,263,331,594,61,9,70,128,216,344,212,204,54,6,74,146,7.214999999999998
Cody Martin,2020,238,89,118,207,42,23,65,18,59,77,158,95,39,9,44,-69,2.5549999999999997
Cody Martin,2021,207,83,105,188,25,18,43,16,42,58,161,86,37,12,40,-4,2.5625
Cody Martin,2022,544,204,219,423,75,32,107,61,98,159,285,179,88,32,61,-28,6.83
Cody Martin,2023,35,14,22,36,4,3,7,3,11,14,24,11,4,1,2,-26,0.305
Cody Zeller,2014,498,173,238,409,147,56,202,0,1,1,362,94,40,44,89,-119,4.4750000000000005
Cody Zeller,2015,472,10,201,14,1,37,2,1,0,0,362,100,34,49,62,16,5.3925
Cody Zeller,2016,697,15,223,25,8,61,11,1,1,1,492,73,58,66,75,168,8.48
Cody Zeller,2017,639,9,190,24,15,63,23,0,0,0,405,99,62,58,65,210,8.155000000000001
Cody Zeller,2018,233,85,71,156,61,24,85,2,1,3,177,31,14,21,33,23,2.7100000000000004
Cody Zeller,2019,497,190,155,345,111,30,141,6,16,22,333,102,38,41,62,42,6.047499999999999
Cody Zeller,2020,642,251,228,479,122,57,179,18,57,75,411,88,40,25,75,-221,5.982500000000001
Cody Zeller,2021,451,181,143,324,85,34,119,4,24,28,328,86,27,17,51,41,5.230000000000001
Cody Zeller,2022,140,51,39,90,38,11,49,0,4,4,125,22,8,6,19,-28,1.6124999999999998
Cody Zeller,2023,144,57,37,94,30,20,50,0,2,2,112,17,5,8,27,-52,1.3225000000000002
Cole Anthony,2021,605,219,333,552,109,22,131,58,114,172,221,192,30,18,106,-322,3.9150000000000005
Cole Anthony,2022,1066,359,559,918,216,37,253,132,263,395,348,372,47,17,171,-225,8.175
Cole Anthony,2023,752,265,319,584,150,18,168,72,121,193,279,226,36,31,89,-48,7.295
Collin Sexton,2019,1371,519,687,1206,214,41,255,119,177,296,236,243,44,6,185,-672,6.865
Collin Sexton,2020,1370,522,578,1100,226,41,267,100,161,261,209,195,66,7,160,-364,8.725
Collin Sexton,2021,1460,525,580,1105,312,71,383,98,166,264,187,262,62,10,167,-376,9.707500000000001
Collin Sexton,2022,176,68,83,151,29,10,39,11,34,45,36,23,10,0,31,-30,0.9500000000000002
Collin Sexton,2023,685,237,231,468,163,36,199,48,74,122,105,138,27,6,85,-28,5.4399999999999995
Corey Kispert,2022,634,234,280,514,54,8,62,112,208,320,209,85,35,22,50,40,5.93
Corey Kispert,2023,820,291,294,585,75,13,88,163,221,384,207,87,32,9,55,-124,7.2124999999999995
Cory Joseph,2012,58,,48,,,6,,3,,,25,34,7,3,12,-56,0.30000000000000004
Cory Joseph,2013,185,,89,,,9,,8,,,83,77,21,6,31,32,1.9874999999999998
Cory Joseph,2014,391,143,157,300,93,21,114,12,29,41,116,123,38,14,47,28,3.9099999999999997
Cory Joseph,2015,546,4,205,13,7,39,9,16,3,4,193,188,46,18,68,151,5.997500000000001
Cory Joseph,2016,847,10,407,23,3,49,5,38,4,6,251,297,81,22,124,191,8.042499999999999
Cory Joseph,2017,819,5,402,16,0,28,0,57,4,4,256,296,70,15,122,-5,7.34
Cory Joseph,2018,682,268,369,637,76,24,100,70,131,201,280,281,89,20,91,-40,6.992500000000001
Cory Joseph,2019,567,238,334,572,32,13,45,59,121,180,286,325,97,22,80,184,7.375
Cory Joseph,2020,458,171,241,412,60,10,70,56,103,159,188,251,53,21,80,-45,5.035
Cory Joseph,2021,517,200,226,426,72,16,88,45,87,132,159,213,61,18,79,-194,4.9625
Cory Joseph,2022,521,178,222,400,100,13,113,65,92,157,174,237,42,17,85,-204,5.0625
Cory Joseph,2023,427,150,201,351,57,15,72,70,110,180,106,217,34,9,56,-110,4.255000000000001
Daishen Nix,2022,77,27,40,67,16,14,30,7,19,26,33,40,15,0,26,-46,0.5475
Daishen Nix,2023,226,81,156,237,24,12,36,40,100,140,98,132,31,7,86,-151,1.3424999999999998
Dalano Banton,2022,212,85,119,204,29,21,50,13,38,51,126,100,29,10,54,21,2.135
Dalano Banton,2023,142,55,75,130,17,7,24,15,36,51,45,36,13,13,18,-34,1.2199999999999998
Dalen Terry,2023,39,14,18,32,9,2,11,2,10,12,18,7,7,1,2,24,0.48750000000000004
Damian Jones,2017,26,0,12,0,0,8,0,0,0,0,29,0,3,5,6,-36,0.18000000000000002
Damian Jones,2018,29,12,12,24,5,3,8,0,0,0,17,2,1,3,7,-20,0.16749999999999998
Damian Jones,2019,133,54,21,75,25,14,39,0,0,0,77,28,12,25,17,15,1.9325
Damian Jones,2020,306,121,57,178,62,22,84,2,7,9,206,35,26,40,28,-256,3.5175
Damian Jones,2021,183,70,33,103,42,16,58,1,4,5,121,29,11,29,26,-67,2.255
Damian Jones,2022,454,175,91,266,94,37,131,10,19,29,246,69,26,47,59,-172,4.987500000000001
Damian Jones,2023,142,55,31,86,22,7,29,10,7,17,122,15,8,21,23,-83,1.715
Damian Lillard,2013,1562,,735,,,50,,185,,,257,531,74,19,243,-62,12.182500000000003
Damian Lillard,2014,1956,632,862,1483,427,62,489,248,377,623,345,529,75,23,224,346,16.8525
Damian Lillard,2015,1839,10,835,17,5,61,7,204,6,6,400,532,100,24,238,283,16.027500000000003
Damian Lillard,2016,2170,13,1009,24,2,57,3,271,5,10,349,581,79,31,275,55,16.8575
Damian Lillard,2017,2135,52,878,131,46,58,51,223,29,46,385,453,73,22,210,-4,17.269999999999996
Damian Lillard,2018,2057,655,845,1500,508,47,555,239,428,667,346,502,82,27,223,325,17.962500000000002
Damian Lillard,2019,2515,825,1055,1880,563,64,627,302,516,818,453,662,117,39,273,502,22.8125
Damian Lillard,2020,2075,650,763,1413,492,59,551,283,424,707,298,547,72,23,208,41,18.5225
Damian Lillard,2021,2166,675,813,1488,498,38,536,318,480,798,311,567,68,21,218,242,19.730000000000004
Damian Lillard,2022,695,222,330,552,159,22,181,92,192,284,120,212,17,11,83,-30,5.427500000000001
Damian Lillard,2023,1866,556,646,1202,510,48,558,244,414,658,277,425,50,18,191,105,16.4775
Damion Lee,2018,161,62,90,152,22,7,29,15,45,60,71,29,19,1,14,-24,1.3375000000000001
Damion Lee,2019,158,56,71,127,19,3,22,27,41,68,64,13,13,0,11,-54,1.2974999999999999
Damion Lee,2020,621,213,298,511,110,16,126,85,154,239,239,133,50,6,67,-123,5.322500000000002
Damion Lee,2021,373,128,146,274,40,4,44,77,117,194,180,73,38,8,30,41,4.385000000000001
Damion Lee,2022,499,182,235,417,68,10,78,67,136,203,229,70,40,6,44,61,4.5825000000000005
Damion Lee,2023,621,206,266,472,96,10,106,113,149,262,236,104,32,7,79,79,5.722499999999999
DAngelo Russell,2016,1054,5,564,13,4,50,4,130,3,5,274,266,93,13,196,-548,6.17
DAngelo Russell,2017,984,0,516,0,0,41,0,135,0,0,221,303,87,16,176,-358,6.720000000000002
DAngelo Russell,2018,743,278,394,672,97,34,131,90,188,278,189,249,36,17,147,-182,4.952500000000001
DAngelo Russell,2019,1815,698,927,1625,171,47,218,248,429,677,334,584,107,21,268,-71,14.007500000000004
DAngelo Russell,2020,1039,360,486,846,161,38,199,158,273,431,177,285,48,13,147,-251,7.450000000000001
DAngelo Russell,2021,796,281,371,652,114,35,149,120,190,310,111,244,45,18,112,-195,5.960000000000001
DAngelo Russell,2022,1248,425,622,1047,210,46,256,188,361,549,231,500,71,22,182,207,11.280000000000001
DAngelo Russell,2023,1476,528,615,1143,199,43,242,221,356,577,262,511,81,34,215,93,13.625000000000002
Daniel Gafford,2020,220,94,40,134,32,28,60,0,0,0,106,21,13,56,29,-29,2.7750000000000004
Daniel Gafford,2021,439,176,75,251,87,45,132,0,0,0,260,32,31,85,44,56,5.994999999999999
Daniel Gafford,2022,677,285,126,411,107,46,153,0,1,1,407,68,30,99,65,-208,8.104999999999999
Daniel Gafford,2023,705,289,106,395,127,60,187,0,0,0,433,84,33,99,85,-90,8.8475
Daniel Theis,2018,331,126,107,233,61,20,81,18,40,58,274,56,30,48,56,-1,4.2925
Daniel Theis,2019,386,151,129,280,58,20,78,26,43,69,235,68,22,43,34,129,4.994999999999999
Daniel Theis,2020,753,302,241,543,113,34,147,36,86,122,547,136,43,105,69,237,10.465000000000003
Daniel Theis,2021,627,252,214,466,74,36,110,49,103,152,356,108,41,57,66,-30,7.11
Daniel Theis,2022,453,181,161,342,55,25,80,36,85,121,280,52,24,39,57,-129,4.677500000000001
Daniel Theis,2023,49,21,23,44,5,7,12,2,9,11,22,9,2,6,3,-19,0.42750000000000005
Danilo Gallinari,2009,170,,69,,,1,,32,,,55,15,14,4,15,51,1.7175
Danilo Gallinari,2010,1221,,535,,,56,,186,,,398,135,75,58,110,-132,10.470000000000004
Danilo Gallinari,2011,1030,,400,,,60,,110,,,322,114,55,27,90,63,9.072500000000002
Danilo Gallinari,2012,722,,333,,,29,,64,,,238,133,47,27,77,194,6.699999999999999
Danilo Gallinari,2013,1149,,507,,,62,,135,,,367,176,64,36,111,334,10.6375
Danilo Gallinari,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danilo Gallinari,2015,734,6,340,30,8,20,8,107,11,13,218,83,47,20,57,18,6.2575
Danilo Gallinari,2016,1036,8,413,17,6,57,6,87,3,4,281,135,42,19,77,-104,8.3375
Danilo Gallinari,2017,1145,24,415,43,26,38,27,126,10,20,325,135,40,15,82,159,10.4375
Danilo Gallinari,2018,321,102,154,256,81,6,87,36,75,111,101,41,12,10,26,11,2.6100000000000003
Danilo Gallinari,2019,1465,448,547,995,395,44,439,174,241,415,454,194,57,24,110,62,13.347500000000004
Danilo Gallinari,2020,1265,390,506,896,295,33,328,190,286,476,360,126,47,6,91,193,11.127500000000001
Danilo Gallinari,2021,907,280,369,649,210,16,226,137,201,338,281,90,36,13,58,66,8.1175
Danilo Gallinari,2022,822,277,365,642,152,15,167,116,193,309,329,105,29,12,43,72,7.6625000000000005
Danilo Gallinari,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danny Green,2010,40,,24,,,2,,6,,,17,5,6,3,5,-21,0.3
Danny Green,2011,46,,22,,,0,,8,,,16,4,3,2,6,21,0.43000000000000005
Danny Green,2012,706,,319,,,24,,122,,,273,101,65,56,82,353,7.852500000000001
Danny Green,2013,1071,,469,,,15,,232,,,331,173,114,77,113,342,14.987500000000004
Danny Green,2014,831,291,368,656,59,15,74,180,237,413,298,125,97,78,96,439,11.7075
Danny Green,2015,1004,14,456,32,9,18,9,203,9,16,365,173,108,94,98,454,11.9625
Danny Green,2016,658,6,385,14,2,13,2,140,5,8,334,148,100,72,81,558,8.677500000000004
Danny Green,2017,621,3,339,9,0,11,0,144,4,4,281,147,80,72,93,221,7.282499999999999
Danny Green,2018,621,225,366,591,50,15,65,121,219,340,260,111,64,84,76,45,6.2250000000000005
Danny Green,2019,987,346,439,785,58,9,67,237,317,554,404,152,105,64,101,747,14.317499999999999
Danny Green,2020,669,240,355,595,41,20,61,148,256,404,274,110,99,43,70,388,7.845000000000001
Danny Green,2021,755,261,380,641,33,9,42,200,307,507,298,146,107,69,77,423,11.395000000000001
Danny Green,2022,469,162,247,409,11,4,15,134,213,347,194,74,72,41,58,110,5.357500000000001
Danny Green,2023,64,23,31,54,1,0,1,17,24,41,21,7,8,4,12,-30,0.4975
Danuel House Jr.,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.005
Danuel House Jr.,2018,152,56,73,129,25,6,31,15,43,58,76,25,7,6,11,19,1.475
Danuel House Jr.,2019,400,129,160,289,60,19,79,82,127,209,162,41,24,13,39,167,4.2250000000000005
Danuel House Jr.,2020,765,267,357,624,83,20,103,148,260,408,319,98,75,34,61,136,7.990000000000002
Danuel House Jr.,2021,315,110,162,272,41,22,63,54,102,156,132,69,20,16,36,-221,2.315
Danuel House Jr.,2022,274,89,131,220,50,16,66,46,81,127,128,48,21,18,39,74,2.765
Danuel House Jr.,2023,288,102,116,218,46,15,61,38,82,120,106,45,14,9,27,-41,2.55
Dario Saric,2017,1040,9,546,20,7,48,9,106,4,6,513,182,57,30,183,-307,7.192500000000001
Dario Saric,2018,1331,469,572,1041,212,35,247,181,277,458,596,242,61,24,165,273,12.7975
Dario Saric,2019,858,304,392,696,132,18,150,118,205,323,457,127,45,9,97,-67,7.692500000000001
Dario Saric,2020,704,256,282,538,108,20,128,84,151,235,406,123,37,16,88,-70,6.880000000000001
Dario Saric,2021,500,174,213,387,97,16,113,55,98,153,225,79,32,5,63,257,5.120000000000001
Dario Saric,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dario Saric,2023,362,127,150,277,63,13,76,45,70,115,207,74,20,7,55,37,3.6125
Darius Bazley,2020,388,138,210,348,52,20,72,60,103,163,293,47,23,44,51,-81,3.7950000000000004
Darius Bazley,2021,754,273,417,690,125,53,178,83,203,286,396,99,29,25,122,-477,4.200000000000001
Darius Bazley,2022,745,274,375,649,117,53,170,80,189,269,436,97,58,70,90,-472,6.037500000000001
Darius Bazley,2023,224,83,100,183,38,32,70,20,33,53,138,38,22,34,27,-70,2.3425000000000002
Darius Garland,2020,728,280,419,699,63,9,72,105,191,296,111,229,42,4,151,-295,3.7925000000000004
Darius Garland,2021,941,362,440,802,112,20,132,105,161,266,129,329,66,6,164,-237,6.805
Darius Garland,2022,1486,547,638,1185,215,26,241,177,284,461,225,586,91,7,249,380,13.817500000000003
Darius Garland,2023,1593,557,652,1209,298,48,346,181,262,443,194,563,93,10,217,423,14.899999999999999
David Duke Jr.,2022,104,39,69,108,17,4,21,9,28,37,67,17,14,7,9,-10,0.9625000000000001
David Duke Jr.,2023,87,37,44,81,12,5,17,1,12,13,29,21,10,1,19,-39,0.515
David Roddy,2023,176,68,95,163,10,6,16,30,58,88,79,29,4,9,13,-32,1.4625
Davion Mitchell,2022,861,352,491,843,56,29,85,101,219,320,166,313,55,24,114,-273,6.1175000000000015
Davion Mitchell,2023,500,200,245,445,30,7,37,70,154,224,114,197,50,16,68,-20,4.8375
Davis Bertans,2017,339,4,146,6,0,8,0,77,1,4,118,49,23,32,38,149,3.8175
Davis Bertans,2018,473,164,220,384,48,12,60,97,171,268,164,80,28,28,37,93,4.845000000000001
Davis Bertans,2019,622,209,259,468,56,9,65,148,201,349,272,105,35,34,44,269,7.4575
